881,2024-08-19T11:42:18+01:00,000004D2
882,2024-08-19T11:42:20+01:00,000004D2
883,2024-08-21T06:58:30+01:00,0000C7C2
884,2024-08-21T11:10:34+01:00,1FE02E6D
885,2024-08-21T11:10:35+01:00,1FE02E6D
886,2024-08-22T11:32:39+01:00,000AC545
887,2024-08-22T11:32:51+01:00,00FFFFFF
888,2024-08-22T11:42:07+01:00,00007FFF
889,2024-08-22T11:45:30+01:00,00007FFF
890,2024-08-22T11:55:36+01:00,0001FFFF
891,2024-08-22T11:55:38+01:00,0001FFFF
892,2024-08-22T11:55:40+01:00,0001FFFF
893,2024-08-22T11:55:45+01:00,0001FFFF
894,2024-08-22T11:55:47+01:00,0001FFFF
895,2024-08-22T11:55:48+01:00,0001FFFF
896,2024-08-22T11:56:09+01:00,0001FFFF
897,2024-08-22T11:56:12+01:00,0001FFFF
898,2024-08-22T12:02:42+01:00,07FFFFFF
899,2024-08-22T12:02:47+01:00,07FFFFFF
900,2024-08-22T12:04:27+01:00,007FFFFF
901,2024-08-22T12:04:41+01:00,007FFFFF
902,2024-08-22T12:05:48+01:00,07FFFFFF
903,2024-08-22T12:18:47+01:00,000AC545
904,2024-08-22T12:19:19+01:00,FFFFFFFF
905,2024-08-22T12:20:12+01:00,00001234
906,2024-08-22T12:20:35+01:00,FFFFFFFF
907,2024-08-22T12:21:26+01:00,7A8D5A04
908,2024-08-22T12:21:28+01:00,7A8D5A04
909,2024-08-22T12:21:33+01:00,7A8D5A04
910,2024-08-22T12:21:47+01:00,7A8D5A04
911,2024-08-22T12:23:05+01:00,7A8D5A04
912,2024-08-22T12:28:02+01:00,7A8D5A04
913,2024-08-22T12:33:18+01:00,7A8D5A04
914,2024-08-22T12:33:31+01:00,7A8D5A04
915,2024-08-22T12:33:56+01:00,FFFFFFFF
916,2024-08-22T12:34:26+01:00,FFFFFFFF
917,2024-08-22T12:40:25+01:00,FFFFFFFF
918,2024-08-22T12:40:29+01:00,FFFFFFFF
919,2024-08-22T12:40:32+01:00,FFFFFFFF
920,2024-08-22T12:40:36+01:00,FFFFFFFF
921,2024-08-22T12:45:56+01:00,00001234
922,2024-08-22T12:46:06+01:00,00FFFFFF
923,2024-08-22T12:48:29+01:00,00001234
924,2024-08-22T12:48:31+01:00,00001234
925,2024-08-22T12:48:36+01:00,00001234
926,2024-08-22T12:48:38+01:00,00001234
927,2024-08-22T12:48:41+01:00,00001234
928,2024-08-22T12:48:43+01:00,00001234
929,2024-08-22T12:49:06+01:00,00001234
930,2024-08-22T12:49:08+01:00,00001234
931,2024-08-22T12:49:11+01:00,00001234
932,2024-08-22T12:49:18+01:00,00001234
933,2024-08-22T12:49:23+01:00,00001234
934,2024-08-22T12:49:25+01:00,00001234
935,2024-08-22T12:49:28+01:00,00001234
936,2024-08-22T12:49:31+01:00,00001234
937,2024-08-22T12:49:33+01:00,00001234
938,2024-08-22T12:49:53+01:00,00001234
939,2024-08-22T12:49:56+01:00,00001234
940,2024-08-22T12:49:58+01:00,00001234
941,2024-08-22T12:50:08+01:00,00001234
942,2024-08-22T12:50:16+01:00,00001234
943,2024-08-22T12:50:21+01:00,00001234
944,2024-08-22T12:50:23+01:00,00001234
945,2024-08-22T12:50:34+01:00,00FFFFFF
946,2024-08-22T12:51:12+01:00,00FFFFFF
947,2024-08-22T14:43:15+01:00,00FFFFFF
948,2024-08-22T14:44:44+01:00,007FFFFF
949,2024-08-22T14:44:53+01:00,00FFFFFF
950,2024-08-22T14:45:02+01:00,00FFFFFF
951,2024-08-22T14:45:28+01:00,00FFFFFF
952,2024-08-22T14:45:37+01:00,00FFFFFF
953,2024-08-22T14:45:53+01:00,00FFFFFF
954,2024-08-22T14:48:55+01:00,00FFFFFF
955,2024-08-22T14:49:03+01:00,00FFFFFF
956,2024-08-22T14:50:28+01:00,00FFFFFF
957,2024-08-22T14:57:59+01:00,007FFFFF
958,2024-08-22T14:59:16+01:00,00FFFFFF
959,2024-08-22T14:59:20+01:00,00FFFFFF
960,2024-08-22T14:59:43+01:00,00FFFFFF
961,2024-08-22T14:59:46+01:00,00FFFFFF
962,2024-08-22T14:59:49+01:00,00FFFFFF
963,2024-08-22T15:31:56+01:00,00001234
964,2024-08-22T15:32:10+01:00,00001234
965,2024-08-28T14:04:24+01:00,1FE02E6D
966,2024-08-28T14:04:26+01:00,1FE02E6D
967,2024-08-28T15:01:06+01:00,0463F30C
968,2024-08-28T15:01:09+01:00,02228FC6
972,2024-08-20T14:07:19+01:00,9DEE0C03
980,2024-08-20T14:09:00+01:00,9DEE0C03
981,2024-08-29T12:52:49+01:00,FEE2457A
982,2024-08-29T15:20:59+01:00,00001234
983,2024-08-29T15:21:06+01:00,341200000000
984,2024-08-29T15:22:12+01:00,341200000000
985,2024-08-29T15:22:55+01:00,1234000000
986,2024-08-29T15:25:20+01:00,A9000012340000
987,2024-08-29T15:26:22+01:00,FFFFFF00001234
988,2024-08-29T15:27:59+01:00,3931AF36714200
989,2024-08-29T15:29:21+01:00,FFFFFFFF000012
990,2024-08-29T15:29:46+01:00,FFFFFFFF000012
991,2024-08-29T15:29:55+01:00,FFFFFF00001234
992,2024-08-29T15:30:44+01:00,FFFFFF00002468
993,2024-08-29T15:31:25+01:00,FFFFFF00001234
994,2024-08-29T15:31:50+01:00,FFFFFF00001234
995,2024-08-29T15:33:18+01:00,FFFFA900001234
996,2024-08-29T15:33:25+01:00,FFFFA900001234
997,2024-08-29T15:34:27+01:00,FFFFFFFFB50000
998,2024-08-29T15:34:33+01:00,FFFFFFFFA90000
999,2024-08-29T15:35:05+01:00,1234000000
1000,2024-08-29T15:35:34+01:00,A9000012340000
1001,2024-08-29T15:35:39+01:00,A9000012340000
1002,2024-08-29T15:36:42+01:00,1234000000
1003,2024-08-29T15:39:50+01:00,1234000000
1004,2024-08-29T15:40:02+01:00,1234000000
1005,2024-08-29T15:40:44+01:00,FEE2457A
1006,2024-08-29T15:41:35+01:00,FEE2457A
1007,2024-08-29T15:42:01+01:00,FEE2457A
1008,2024-08-29T15:45:26+01:00,FEE2457A
1009,2024-08-29T15:46:54+01:00,FEE2457A
1010,2024-08-29T15:46:59+01:00,1234000000
1011,2024-08-29T15:48:01+01:00,FEE2457A
1012,2024-08-29T15:48:29+01:00,FEE2457A
1013,2024-08-29T15:48:37+01:00,1234000000
1014,2024-08-29T15:49:01+01:00,1234000000
1015,2024-08-29T15:49:17+01:00,FEE2457A
1016,2024-09-02T11:31:23+01:00,00001416
1017,2024-09-02T11:31:53+01:00,00001419
1018,2024-09-02T11:31:56+01:00,00001418
1019,2024-09-02T11:31:58+01:00,00001417
1020,2024-09-02T11:32:00+01:00,00001415
